segment_length=2000,segment_step=200.0m,search_width=800m
x_atc_segment_middle,gt1l_veloc,gt1l_correlationValue,gt1r_veloc,gt1r_correlationValue,gt2l_veloc,gt2l_correlationValue,gt2r_veloc,gt2r_correlationValue,gt3l_veloc,gt3l_correlationValue,gt3r_veloc,gt3r_correlationValue
29233898.504,1527.21,0.768,1366.45,0.726,401.9,0.779,643.04,0.88,-3215.18,0.895,-2813.28,0.847
29234098.504,2250.62,0.699,nan,0.634,482.28,0.759,643.04,0.851,-2813.28,0.88,-2813.28,0.868
29234298.504,nan,0.64,nan,0.565,401.9,0.748,884.17,0.82,-3215.18,0.863,-3215.18,0.873
29234498.504,nan,0.638,nan,0.639,643.04,0.739,803.79,0.784,-3215.18,0.844,-3215.18,0.871
29234698.504,-3215.18,0.715,-3215.18,0.735,803.79,0.725,1125.31,0.748,-3215.18,0.821,-3215.18,0.855
29234898.504,-3215.18,0.787,-3215.18,0.814,723.41,0.699,1366.45,0.685,-3215.18,0.801,-3215.18,0.838
29235098.504,-3215.18,0.829,-3215.18,0.862,562.66,0.685,nan,0.598,-3215.18,0.785,-3215.18,0.821
29235298.504,-3215.18,0.849,-3215.18,0.887,321.52,0.705,nan,0.542,-3215.18,0.782,-3215.18,0.819
29235498.504,-2411.38,0.855,-2732.9,0.887,321.52,0.707,nan,0.556,-3215.18,0.789,-3215.18,0.832
29235698.504,-1607.59,0.863,-1768.35,0.888,321.52,0.662,nan,0.543,-3215.18,0.801,-3215.18,0.844
29235898.504,-803.79,0.876,-884.17,0.895,nan,0.589,nan,0.5,-3215.18,0.821,-3215.18,0.865
29236098.504,-80.38,0.895,-321.52,0.916,nan,0.567,nan,0.517,-3215.18,0.843,-3215.18,0.887
29236298.504,241.14,0.918,160.76,0.934,nan,0.64,nan,0.613,-3215.18,0.858,-3215.18,0.901
29236498.504,401.9,0.926,401.9,0.943,-2331.0,0.707,-2009.48,0.708,-3215.18,0.865,-3215.18,0.901
29236698.504,401.9,0.924,321.52,0.94,-1527.21,0.763,-1286.07,0.77,-3215.18,0.867,-3215.18,0.899
29236898.504,321.52,0.916,321.52,0.938,-884.17,0.8,-964.55,0.81,-3215.18,0.866,-3215.18,0.895
29237098.504,482.28,0.884,401.9,0.919,-562.66,0.825,-482.28,0.833,-3215.18,0.865,-3215.18,0.89
29237298.504,562.66,0.828,482.28,0.884,-241.14,0.833,-241.14,0.839,-3215.18,0.865,-3215.18,0.888
29237498.504,643.04,0.752,643.04,0.819,-80.38,0.813,-80.38,0.82,-3215.18,0.86,-3215.18,0.881
29237698.504,884.17,0.654,884.17,0.74,-241.14,0.783,-80.38,0.788,-3215.18,0.851,-3215.18,0.872
29237898.504,nan,0.533,nan,0.63,-562.66,0.757,-401.9,0.762,-3215.18,0.84,-3215.18,0.861
29238098.504,nan,0.409,nan,0.475,-723.41,0.738,-803.79,0.744,-3215.18,0.827,-3215.18,0.848
29238298.504,nan,0.508,nan,0.425,-723.41,0.727,-803.79,0.733,-3215.18,0.815,-3215.18,0.835
29238498.504,nan,0.636,nan,0.56,-3215.18,0.726,-241.14,0.73,-3215.18,0.806,-3215.18,0.826
29238698.504,-321.52,0.721,0.0,0.672,-964.55,0.733,-1044.93,0.735,-3215.18,0.8,-3215.18,0.82
29238898.504,-80.38,0.772,80.38,0.741,-1125.31,0.751,-884.17,0.752,-3215.18,0.796,-3215.18,0.815
29239098.504,-80.38,0.765,321.52,0.73,-562.66,0.771,-482.28,0.769,-3215.18,0.792,-3215.18,0.81
29239298.504,-3215.18,0.772,-3215.18,0.718,-562.66,0.793,-401.9,0.788,-3215.18,0.786,-3215.18,0.803
29239498.504,-3215.18,0.804,-3215.18,0.777,-160.76,0.806,-80.38,0.801,-3215.18,0.782,-3215.18,0.796
29239698.504,-3215.18,0.819,-3215.18,0.809,80.38,0.8,160.76,0.792,-3215.18,0.779,-3215.18,0.791
29239898.504,-3215.18,0.823,-3215.18,0.828,321.52,0.763,401.9,0.751,-3215.18,0.775,-3215.18,0.786
29240098.504,-3215.18,0.834,-3215.18,0.849,643.04,0.713,723.41,0.693,-3215.18,0.77,-3215.18,0.781
29240298.504,-3215.18,0.857,-3215.18,0.882,-3215.18,0.685,-3215.18,0.677,-3054.42,0.765,-3215.18,0.774
29240498.504,-3215.18,0.883,-3215.18,0.908,-3215.18,0.697,-3215.18,0.698,-2250.62,0.761,-2411.38,0.768
29240698.504,-3215.18,0.902,-3215.18,0.923,-3215.18,0.715,-3215.18,0.725,-1446.83,0.76,-1607.59,0.764
29240898.504,-3215.18,0.915,-3215.18,0.929,-2170.24,0.733,-2491.76,0.743,-643.04,0.76,-803.79,0.761
29241098.504,-3215.18,0.921,-3215.18,0.932,-1366.45,0.761,-1687.97,0.769,80.38,0.761,0.0,0.76
29241298.504,-3215.18,0.922,-3215.18,0.93,-964.55,0.789,-1044.93,0.796,884.17,0.759,803.79,0.757
29241498.504,-3215.18,0.914,-3215.18,0.921,-482.28,0.816,-723.41,0.817,1607.59,0.754,1607.59,0.75
29241698.504,-3215.18,0.901,-3215.18,0.908,-241.14,0.839,-401.9,0.839,2411.38,0.748,-3215.18,0.748
29241898.504,-3215.18,0.884,-3215.18,0.89,-160.76,0.852,-321.52,0.852,-3215.18,0.742,-3215.18,0.75
29242098.504,-3215.18,0.867,-3215.18,0.872,160.76,0.855,-160.76,0.856,-3215.18,0.745,-3215.18,0.754
29242298.504,-3215.18,0.848,-3134.8,0.853,321.52,0.848,80.38,0.851,-3215.18,0.75,-3215.18,0.76
29242498.504,-2572.14,0.829,-2732.9,0.835,723.41,0.83,643.04,0.835,-3215.18,0.757,-3215.18,0.767
29242698.504,-1768.35,0.816,-1929.11,0.822,1205.69,0.809,1044.93,0.814,-3215.18,0.764,-3215.18,0.774
29242898.504,-964.55,0.808,-1125.31,0.814,1929.11,0.788,1848.73,0.793,-3215.18,0.769,-3215.18,0.777
29243098.504,-241.14,0.805,-321.52,0.812,2732.9,0.771,2652.52,0.776,-3215.18,0.774,-3215.18,0.78
29243298.504,241.14,0.805,401.9,0.813,3215.18,0.756,3215.18,0.765,-3215.18,0.776,-3215.18,0.782
29243498.504,803.79,0.805,1205.69,0.814,3215.18,0.725,3215.18,0.743,-2491.76,0.776,-2411.38,0.78
29243698.504,1527.21,0.807,2009.48,0.817,-3215.18,0.757,-3215.18,0.744,-1687.97,0.775,-1607.59,0.78
29243898.504,2331.0,0.811,2813.28,0.822,-3215.18,0.8,-3215.18,0.782,-884.17,0.774,-803.79,0.78
29244098.504,3215.18,0.821,3215.18,0.831,-3215.18,0.835,-3215.18,0.817,-80.38,0.772,0.0,0.778
29244298.504,3215.18,0.827,3215.18,0.835,-3215.18,0.859,-3215.18,0.844,643.04,0.769,803.79,0.776
29244498.504,3215.18,0.825,3215.18,0.834,-3215.18,0.872,-3215.18,0.86,1286.07,0.767,1607.59,0.776
29244698.504,3215.18,0.817,3215.18,0.823,-3215.18,0.873,-3215.18,0.864,2089.86,0.768,2411.38,0.777
29244898.504,3215.18,0.803,3215.18,0.806,-2652.52,0.862,-2813.28,0.855,3054.42,0.772,3215.18,0.782
29245098.504,3215.18,0.79,3215.18,0.791,-1848.73,0.865,-2009.48,0.858,3215.18,0.779,3215.18,0.788
29245298.504,3215.18,0.776,3215.18,0.776,-1125.31,0.878,-1205.69,0.869,3215.18,0.784,3215.18,0.792
29245498.504,3215.18,0.761,3215.18,0.761,-401.9,0.896,-482.28,0.888,3215.18,0.789,3215.18,0.795
29245698.504,3215.18,0.741,3215.18,0.74,160.76,0.915,80.38,0.907,3215.18,0.794,3215.18,0.798
29245898.504,-3215.18,0.747,-3215.18,0.75,643.04,0.927,482.28,0.921,3215.18,0.799,3215.18,0.801
29246098.504,-3215.18,0.765,-3215.18,0.772,884.17,0.928,884.17,0.922,3215.18,0.805,3215.18,0.804
29246298.504,-3215.18,0.777,-3215.18,0.785,1044.93,0.914,1125.31,0.909,3215.18,0.806,3215.18,0.804
29246498.504,-2974.04,0.782,-3215.18,0.792,1205.69,0.89,1205.69,0.884,3215.18,0.804,3215.18,0.8
29246698.504,-2170.24,0.783,-3215.18,0.794,1366.45,0.86,1527.21,0.854,3215.18,0.795,3215.18,0.792
29246898.504,-3215.18,0.78,-3215.18,0.795,1687.97,0.824,1848.73,0.821,3215.18,0.78,3215.18,0.777
29247098.504,-3215.18,0.783,-3215.18,0.801,1929.11,0.782,2170.24,0.785,3215.18,0.758,3215.18,0.752
29247298.504,-3215.18,0.782,-3215.18,0.806,2089.86,0.725,2732.9,0.744,3215.18,0.729,-3215.18,0.733
29247498.504,-3215.18,0.781,-3215.18,0.808,nan,0.648,3215.18,0.689,-3215.18,0.754,-3215.18,0.759
29247698.504,-3215.18,0.783,-3215.18,0.814,nan,0.533,nan,0.608,-3215.18,0.783,-3215.18,0.787
29247898.504,-3215.18,0.793,-3215.18,0.825,nan,0.454,nan,0.553,-3215.18,0.811,-3215.18,0.815
29248098.504,-3215.18,0.809,-3215.18,0.835,nan,0.512,nan,0.617,-3215.18,0.835,-3215.18,0.837
29248298.504,-3215.18,0.824,-3215.18,0.844,nan,0.62,401.9,0.714,-3215.18,0.849,-3215.18,0.851
29248498.504,-3215.18,0.833,-3215.18,0.846,241.14,0.734,321.52,0.805,-3215.18,0.855,-3215.18,0.858
29248698.504,-3215.18,0.835,-3215.18,0.843,80.38,0.822,241.14,0.862,-3215.18,0.854,-3215.18,0.856
29248898.504,-2411.38,0.835,-2411.38,0.84,160.76,0.866,241.14,0.881,-2893.66,0.846,-2893.66,0.849
29249098.504,-1687.97,0.844,-1687.97,0.847,321.52,0.866,482.28,0.866,-2089.86,0.84,-2170.24,0.842
29249298.504,-1125.31,0.858,-1125.31,0.858,643.04,0.82,723.41,0.814,-1527.21,0.835,-1446.83,0.838
29249498.504,-643.04,0.872,-643.04,0.87,723.41,0.734,1044.93,0.728,-803.79,0.833,-803.79,0.836
29249698.504,-80.38,0.884,-160.76,0.882,nan,0.634,nan,0.625,-160.76,0.832,-80.38,0.835
29249898.504,401.9,0.891,482.28,0.888,nan,0.568,nan,0.537,482.28,0.835,562.66,0.838
29250098.504,964.55,0.893,1044.93,0.889,nan,0.649,nan,0.572,1205.69,0.84,1125.31,0.843
29250298.504,1527.21,0.892,1607.59,0.887,-3215.18,0.732,-3215.18,0.699,1848.73,0.846,1848.73,0.851
29250498.504,2089.86,0.89,2331.0,0.886,-3215.18,0.762,-1607.59,0.761,2572.14,0.855,2572.14,0.861
29250698.504,2813.28,0.889,2893.66,0.887,-1044.93,0.775,-803.79,0.805,3215.18,0.865,3215.18,0.874
29250898.504,3215.18,0.884,3215.18,0.887,-562.66,0.78,-321.52,0.818,3215.18,0.874,3215.18,0.883
29251098.504,3215.18,0.858,3215.18,0.864,-3215.18,0.785,241.14,0.803,3215.18,0.876,3215.18,0.885
29251298.504,3215.18,0.8,3215.18,0.808,-3215.18,0.794,321.52,0.77,3215.18,0.871,3215.18,0.882
29251498.504,3215.18,0.708,3215.18,0.719,-3215.18,0.8,-3215.18,0.746,3215.18,0.859,3215.18,0.869
29251698.504,-3215.18,0.675,-3215.18,0.669,-3215.18,0.8,-3215.18,0.734,3215.18,0.835,3215.18,0.846
29251898.504,-3215.18,0.784,-3215.18,0.776,-3215.18,0.801,-3215.18,0.729,3215.18,0.802,3215.18,0.809
29252098.504,-3215.18,0.865,-3215.18,0.857,-3215.18,0.8,-3215.18,0.732,3215.18,0.767,3215.18,0.767
29252298.504,-3215.18,0.907,-3215.18,0.903,-3054.42,0.79,-2250.62,0.735,3215.18,0.736,3215.18,0.73
29252498.504,-3215.18,0.92,-3215.18,0.92,-1768.35,0.792,-1446.83,0.757,-3215.18,0.727,-3215.18,0.729
29252698.504,-3215.18,0.916,-3215.18,0.917,-964.55,0.807,-643.04,0.784,-3215.18,0.758,-3215.18,0.768
29252898.504,-3134.8,0.903,-3215.18,0.906,-482.28,0.828,-321.52,0.813,-3215.18,0.778,-3215.18,0.795
29253098.504,-2491.76,0.896,-2572.14,0.897,0.0,0.851,0.0,0.842,-3215.18,0.793,-3215.18,0.815
29253298.504,-1929.11,0.897,-2089.86,0.896,321.52,0.87,241.14,0.861,-3215.18,0.803,-3215.18,0.827
29253498.504,-1286.07,0.901,-1527.21,0.899,562.66,0.882,482.28,0.868,-3215.18,0.809,-3215.18,0.835
29253698.504,-723.41,0.905,-884.17,0.902,643.04,0.884,562.66,0.865,-3215.18,0.816,-3215.18,0.841
29253898.504,-160.76,0.905,-321.52,0.902,723.41,0.879,562.66,0.857,-3215.18,0.824,-3215.18,0.847
29254098.504,321.52,0.902,241.14,0.899,723.41,0.869,562.66,0.851,-3215.18,0.833,-3215.18,0.852
29254298.504,884.17,0.893,803.79,0.891,964.55,0.85,723.41,0.838,-3215.18,0.841,-3215.18,0.856
29254498.504,1446.83,0.88,1286.07,0.879,1044.93,0.819,884.17,0.818,-3215.18,0.846,-3215.18,0.856
29254698.504,2009.48,0.868,1929.11,0.868,1286.07,0.78,1125.31,0.78,-3215.18,0.845,-3215.18,0.852
29254898.504,2652.52,0.863,2652.52,0.863,1527.21,0.714,1205.69,0.72,-3215.18,0.84,-3215.18,0.844
29255098.504,3215.18,0.87,3215.18,0.87,nan,0.601,nan,0.619,-2572.14,0.834,-2411.38,0.836
29255298.504,3215.18,0.875,3215.18,0.879,nan,0.468,nan,0.508,-1929.11,0.832,-1607.59,0.833
29255498.504,3215.18,0.873,3215.18,0.88,nan,0.361,nan,0.413,-1125.31,0.834,-1205.69,0.835
29255698.504,3215.18,0.865,3215.18,0.874,nan,0.302,nan,0.347,-482.28,0.841,-562.66,0.842
29255898.504,3215.18,0.859,3215.18,0.872,nan,0.384,nan,0.398,80.38,0.851,160.76,0.852
29256098.504,3215.18,0.862,3215.18,0.875,nan,0.595,nan,0.592,803.79,0.863,803.79,0.864
29256298.504,3215.18,0.872,3215.18,0.884,-3215.18,0.718,-3215.18,0.719,1366.45,0.877,1446.83,0.878
29256498.504,3215.18,0.884,3215.18,0.894,-3215.18,0.772,-3215.18,0.774,2009.48,0.892,2089.86,0.893
29256698.504,3215.18,0.889,3215.18,0.898,-3215.18,0.798,-3215.18,0.798,2572.14,0.907,2652.52,0.909
29256898.504,3215.18,0.874,3215.18,0.886,-2813.28,0.816,-2893.66,0.816,3215.18,0.924,3215.18,0.926
29257098.504,3215.18,0.835,3215.18,0.852,-2974.04,0.833,-2893.66,0.833,3215.18,0.937,3215.18,0.941
29257298.504,2491.76,0.776,3215.18,0.796,-3215.18,0.854,-3215.18,0.852,3215.18,0.944,3215.18,0.949
29257498.504,2732.9,0.703,3215.18,0.729,-3215.18,0.873,-3215.18,0.869,3215.18,0.947,3215.18,0.952
29257698.504,nan,0.616,nan,0.642,-3215.18,0.882,-3215.18,0.876,3215.18,0.943,3215.18,0.951
29257898.504,nan,0.515,nan,0.566,-3215.18,0.876,-3215.18,0.87,3215.18,0.93,3215.18,0.938
29258098.504,-3215.18,0.71,-3215.18,0.737,-3215.18,0.858,-3054.42,0.852,3215.18,0.897,3215.18,0.905
29258298.504,-3215.18,0.809,-3215.18,0.829,-2732.9,0.834,-2089.86,0.831,3215.18,0.831,3215.18,0.838
29258498.504,-3215.18,0.842,-3215.18,0.861,-1929.11,0.814,-1286.07,0.816,3215.18,0.708,3215.18,0.717
29258698.504,-2813.28,0.852,-2893.66,0.867,-1125.31,0.802,-482.28,0.806,nan,0.47,nan,0.491
29258898.504,-2250.62,0.866,-2250.62,0.873,-321.52,0.798,241.14,0.804,nan,0.625,nan,0.631
29259098.504,-1687.97,0.881,-1929.11,0.883,401.9,0.8,964.55,0.808,-3215.18,0.743,-3215.18,0.748
29259298.504,-1366.45,0.895,-1446.83,0.896,1044.93,0.807,1607.59,0.818,-2893.66,0.788,-2974.04,0.791
29259498.504,-884.17,0.907,-964.55,0.907,1366.45,0.816,2331.0,0.83,-2250.62,0.817,-2331.0,0.818
29259698.504,-562.66,0.916,-562.66,0.916,2009.48,0.823,3054.42,0.839,-1848.73,0.843,-1929.11,0.842
29259898.504,-80.38,0.92,-80.38,0.92,2572.14,0.827,3215.18,0.842,-1446.83,0.867,-1527.21,0.864
29260098.504,401.9,0.92,321.52,0.921,3215.18,0.826,3215.18,0.838,-1125.31,0.886,-1125.31,0.884
29260298.504,964.55,0.918,884.17,0.919,3215.18,0.822,3215.18,0.828,-803.79,0.898,-884.17,0.896
29260498.504,1607.59,0.915,1527.21,0.917,3215.18,0.818,3215.18,0.817,-562.66,0.899,-562.66,0.901
29260698.504,2170.24,0.915,2089.86,0.916,3215.18,0.813,3215.18,0.804,-241.14,0.892,-241.14,0.897
29260898.504,2813.28,0.922,2732.9,0.921,3215.18,0.808,3215.18,0.79,80.38,0.878,321.52,0.886
29261098.504,3215.18,0.936,3215.18,0.932,3215.18,0.802,3215.18,0.776,482.28,0.861,723.41,0.873
29261298.504,3215.18,0.938,3215.18,0.93,3215.18,0.799,3215.18,0.77,1125.31,0.846,1286.07,0.86
29261498.504,3215.18,0.919,3215.18,0.906,3215.18,0.803,3215.18,0.774,1848.73,0.835,2009.48,0.854
29261698.504,3215.18,0.881,3215.18,0.86,3215.18,0.811,3215.18,0.79,2572.14,0.835,2813.28,0.858
29261898.504,3215.18,0.828,3215.18,0.797,3215.18,0.815,1286.07,0.801,3215.18,0.846,3215.18,0.875
29262098.504,3215.18,0.761,3215.18,0.715,3215.18,0.803,1366.45,0.804,3215.18,0.856,3215.18,0.887
29262298.504,3215.18,0.672,nan,0.611,3215.18,0.773,1768.35,0.777,3215.18,0.861,3215.18,0.894
29262498.504,nan,0.578,nan,0.544,3215.18,0.724,2411.38,0.727,3215.18,0.862,3215.18,0.896
29262698.504,nan,0.527,nan,0.545,3215.18,0.662,3215.18,0.665,3215.18,0.861,3215.18,0.895
29262898.504,nan,0.546,nan,0.624,-3215.18,0.7,-3215.18,0.659,3215.18,0.861,3215.18,0.893
29263098.504,-241.14,0.665,-401.9,0.746,-3215.18,0.77,-3215.18,0.734,3215.18,0.86,3215.18,0.89
29263298.504,0.0,0.784,0.0,0.847,-3215.18,0.827,-3215.18,0.805,3215.18,0.859,3215.18,0.885
29263498.504,482.28,0.841,321.52,0.895,-3215.18,0.854,-3215.18,0.844,3215.18,0.862,3215.18,0.883
29263698.504,1044.93,0.794,884.17,0.86,-3215.18,0.859,-3215.18,0.855,3215.18,0.87,3215.18,0.887
29263898.504,1527.21,0.684,1446.83,0.771,-2491.76,0.862,-2491.76,0.857,3215.18,0.879,3215.18,0.891
29264098.504,nan,0.568,1286.07,0.665,-1848.73,0.875,-1848.73,0.872,3215.18,0.882,3215.18,0.89
29264298.504,nan,0.494,nan,0.572,-1205.69,0.894,-1286.07,0.892,3215.18,0.867,3215.18,0.868
29264498.504,nan,0.483,nan,0.511,-723.41,0.914,-803.79,0.914,3215.18,0.812,3215.18,0.804
29264698.504,nan,0.555,nan,0.512,-241.14,0.93,-241.14,0.933,3215.18,0.719,3215.18,0.695
29264898.504,-2491.76,0.656,nan,0.592,241.14,0.94,160.76,0.944,nan,0.615,nan,0.578
29265098.504,-2491.76,0.74,-2331.0,0.687,723.41,0.94,723.41,0.944,nan,0.62,nan,0.601
29265298.504,-2331.0,0.8,-2250.62,0.765,1205.69,0.931,1125.31,0.934,-3215.18,0.703,-3215.18,0.694
29265498.504,-1929.11,0.845,-1929.11,0.823,1687.97,0.915,1607.59,0.918,-2652.52,0.752,-2572.14,0.749
29265698.504,-1366.45,0.877,-1527.21,0.863,2089.86,0.893,2009.48,0.896,-1848.73,0.796,-1768.35,0.799
29265898.504,-1044.93,0.897,-1205.69,0.891,2572.14,0.867,2411.38,0.87,-1205.69,0.844,-1125.31,0.849
29266098.504,-723.41,0.905,-723.41,0.901,2893.66,0.833,2813.28,0.836,-643.04,0.892,-562.66,0.9
29266298.504,-160.76,0.901,-321.52,0.898,2974.04,0.788,2893.66,0.792,-241.14,0.935,-160.76,0.941
29266498.504,160.76,0.881,160.76,0.878,2813.28,0.723,2813.28,0.728,80.38,0.963,160.76,0.969
29266698.504,562.66,0.848,562.66,0.845,nan,0.641,nan,0.648,241.14,0.975,321.52,0.978
29266898.504,1044.93,0.809,964.55,0.803,nan,0.553,nan,0.554,321.52,0.975,401.9,0.976
29267098.504,1607.59,0.77,1366.45,0.763,nan,0.451,nan,0.445,482.28,0.965,482.28,0.967
29267298.504,2009.48,0.733,1768.35,0.724,nan,0.4,nan,0.384,643.04,0.944,723.41,0.948
29267498.504,2813.28,0.698,2491.76,0.688,nan,0.471,nan,0.466,964.55,0.912,964.55,0.916
29267698.504,-3215.18,0.709,-3215.18,0.719,nan,0.585,nan,0.59,1286.07,0.865,1366.45,0.87
29267898.504,-3215.18,0.765,-3215.18,0.773,-643.04,0.674,-723.41,0.684,1768.35,0.808,1768.35,0.812
29268098.504,-3215.18,0.82,-3215.18,0.826,-562.66,0.736,-643.04,0.753,2089.86,0.736,2170.24,0.735
29268298.504,-3215.18,0.866,-3215.18,0.868,-401.9,0.774,-401.9,0.795,nan,0.623,nan,0.622
29268498.504,-3215.18,0.896,-3215.18,0.897,-321.52,0.797,-241.14,0.82,nan,0.413,nan,0.414
29268698.504,-3215.18,0.911,-3215.18,0.911,-241.14,0.811,-160.76,0.836,nan,0.287,nan,0.296
29268898.504,-3215.18,0.911,-3215.18,0.912,-321.52,0.813,-241.14,0.839,nan,0.405,nan,0.405
29269098.504,-3215.18,0.9,-3215.18,0.902,-482.28,0.797,-160.76,0.819,nan,0.53,nan,0.51
29269298.504,-3215.18,0.885,-3215.18,0.888,-3215.18,0.791,0.0,0.776,-3215.18,0.665,nan,0.621
29269498.504,-3215.18,0.874,-3215.18,0.878,-3215.18,0.777,-3215.18,0.734,-3215.18,0.77,-3215.18,0.737
29269698.504,-3215.18,0.867,-3215.18,0.873,-3215.18,0.77,-3215.18,0.725,-3215.18,0.839,-3215.18,0.82
29269898.504,-3215.18,0.86,-3215.18,0.867,-3215.18,0.775,-3215.18,0.736,-3054.42,0.876,-3134.8,0.864
29270098.504,-3215.18,0.849,-3215.18,0.857,-3215.18,0.783,-3215.18,0.756,-2572.14,0.892,-2652.52,0.885
29270298.504,-3215.18,0.835,-3215.18,0.844,-2813.28,0.786,-3054.42,0.768,-2009.48,0.897,-2089.86,0.892
29270498.504,-3215.18,0.821,-3215.18,0.831,-1929.11,0.798,-2009.48,0.784,-1607.59,0.9,-1527.21,0.895
29270698.504,-3215.18,0.807,-3215.18,0.819,-1205.69,0.822,-1286.07,0.812,-964.55,0.903,-1044.93,0.896
29270898.504,-3215.18,0.798,-3215.18,0.809,-643.04,0.851,-803.79,0.844,-482.28,0.902,-723.41,0.894
29271098.504,-3215.18,0.794,-3215.18,0.804,-160.76,0.879,-321.52,0.877,-80.38,0.894,-321.52,0.886
29271298.504,-3215.18,0.789,-3134.8,0.797,241.14,0.901,0.0,0.901,401.9,0.882,401.9,0.872
29271498.504,-2572.14,0.785,-2250.62,0.793,562.66,0.913,401.9,0.915,964.55,0.862,803.79,0.852
29271698.504,-1687.97,0.787,-1446.83,0.796,884.17,0.912,723.41,0.915,1446.83,0.84,1366.45,0.829
29271898.504,-884.17,0.796,-723.41,0.804,1286.07,0.903,1125.31,0.905,2009.48,0.819,1848.73,0.806
29272098.504,-241.14,0.808,-80.38,0.816,1848.73,0.886,1607.59,0.888,2732.9,0.807,2572.14,0.793
29272298.504,482.28,0.821,562.66,0.828,2411.38,0.867,2170.24,0.867,3215.18,0.812,3215.18,0.797
29272498.504,1125.31,0.833,1205.69,0.839,3134.8,0.852,2893.66,0.849,3215.18,0.817,3215.18,0.802
29272698.504,1848.73,0.843,1929.11,0.85,3215.18,0.833,3215.18,0.833,3215.18,0.813,3215.18,0.802
29272898.504,2652.52,0.855,2652.52,0.862,3215.18,0.779,3215.18,0.788,3215.18,0.804,3215.18,0.801
29273098.504,3215.18,0.87,3215.18,0.878,3215.18,0.684,3215.18,0.703,3215.18,0.806,3215.18,0.811
29273298.504,3215.18,0.884,3215.18,0.891,-3215.18,0.738,-3215.18,0.726,3215.18,0.803,3215.18,0.821
29273498.504,3215.18,0.894,3215.18,0.9,-3215.18,0.829,-3215.18,0.818,803.79,0.793,1125.31,0.824
29273698.504,3215.18,0.903,3215.18,0.908,-3215.18,0.879,-3215.18,0.871,401.9,0.808,723.41,0.82
29273898.504,3215.18,0.911,3215.18,0.916,-3215.18,0.895,-3215.18,0.89,482.28,0.805,723.41,0.796
29274098.504,3215.18,0.917,3215.18,0.922,-3054.42,0.89,-3134.8,0.887,643.04,0.764,803.79,0.738
29274298.504,3215.18,0.922,3215.18,0.925,-2411.38,0.885,-2411.38,0.881,723.41,0.689,884.17,0.657
29274498.504,3215.18,0.924,3215.18,0.926,-1768.35,0.887,-1768.35,0.882,nan,0.588,nan,0.558
29274698.504,3215.18,0.928,3215.18,0.929,-1205.69,0.893,-1205.69,0.888,nan,0.489,nan,0.471
29274898.504,3215.18,0.934,3215.18,0.934,-643.04,0.901,-723.41,0.896,nan,0.448,nan,0.453
29275098.504,3215.18,0.941,3215.18,0.941,-80.38,0.907,-160.76,0.903,nan,0.5,nan,0.526
29275298.504,3215.18,0.949,3215.18,0.947,401.9,0.909,401.9,0.905,nan,0.587,-3215.18,0.655
29275498.504,3215.18,0.954,3215.18,0.951,884.17,0.905,884.17,0.903,-3215.18,0.693,-3215.18,0.739
29275698.504,3215.18,0.954,3215.18,0.95,1527.21,0.898,1446.83,0.895,-3215.18,0.788,-3215.18,0.814
29275898.504,3215.18,0.951,3215.18,0.945,2009.48,0.89,2009.48,0.886,-3215.18,0.861,-3215.18,0.871
29276098.504,3215.18,0.946,3215.18,0.938,2652.52,0.885,2652.52,0.88,-3215.18,0.892,-3054.42,0.895
29276298.504,3215.18,0.942,3215.18,0.93,3215.18,0.888,3215.18,0.882,-2572.14,0.9,-2491.76,0.897
29276498.504,3215.18,0.939,3215.18,0.919,3215.18,0.888,3215.18,0.88,-1929.11,0.899,-1929.11,0.893
29276698.504,3215.18,0.93,3215.18,0.9,3215.18,0.872,3215.18,0.861,-1205.69,0.897,-1125.31,0.887
29276898.504,3215.18,0.903,3215.18,0.85,3215.18,0.843,3215.18,0.828,-562.66,0.895,-482.28,0.88
29277098.504,3215.18,0.83,3215.18,0.757,3215.18,0.806,3215.18,0.787,0.0,0.891,0.0,0.874
29277298.504,3215.18,0.724,3215.18,0.659,3215.18,0.77,3215.18,0.751,401.9,0.887,643.04,0.87
29277498.504,nan,0.622,-3134.8,0.706,3215.18,0.746,3215.18,0.728,884.17,0.886,1205.69,0.869
29277698.504,-1607.59,0.662,-1929.11,0.765,3215.18,0.747,-884.17,0.745,1366.45,0.886,1768.35,0.873
29277898.504,-803.79,0.762,-884.17,0.828,0.0,0.795,-241.14,0.801,1687.97,0.888,2089.86,0.88
29278098.504,-241.14,0.766,-321.52,0.84,562.66,0.847,401.9,0.849,2331.0,0.896,2732.9,0.892
29278298.504,241.14,0.686,241.14,0.794,1044.93,0.88,884.17,0.879,2813.28,0.907,3215.18,0.908
29278498.504,nan,0.575,401.9,0.698,1366.45,0.893,1286.07,0.893,3215.18,0.926,3215.18,0.927
29278698.504,nan,0.488,nan,0.597,1848.73,0.893,1607.59,0.896,3215.18,0.941,3215.18,0.941
29278898.504,nan,0.48,nan,0.549,2491.76,0.89,2331.0,0.895,3215.18,0.947,3215.18,0.945
29279098.504,nan,0.535,nan,0.565,3215.18,0.891,3054.42,0.895,3215.18,0.929,3215.18,0.927
29279298.504,nan,0.605,nan,0.615,3215.18,0.896,3215.18,0.902,3215.18,0.867,3215.18,0.875
29279498.504,nan,0.639,nan,0.642,3215.18,0.902,3215.18,0.908,3215.18,0.754,3215.18,0.778
